"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"126","Resort Hotel",0,18,2015,"December",50,7,1,0,2,0,0,"HB","ESP","Direct","Direct",0,0,0,"D","D",0,"No Deposit","250","NULL",0,"Transient",93,0,1,"Check-Out","2015-12-08"
"127","City Hotel",1,185,2016,"December",51,16,1,2,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",103.5,0,0,"Canceled","2016-07-28"
"128","Resort Hotel",0,20,2016,"November",45,2,0,2,1,0,0,"BB","PRT","Corporate","Direct",0,1,1,"A","A",0,"No Deposit","NULL","39",0,"Transient",40,0,0,"Check-Out","2016-11-04"
"129","City Hotel",0,26,2017,"April",17,26,1,4,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","86","NULL",0,"Transient",92,0,0,"Check-Out","2017-05-01"
"130","City Hotel",1,56,2016,"May",23,30,1,0,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",120,0,0,"Canceled","2016-05-02"
"131","Resort Hotel",0,141,2016,"May",22,26,2,5,2,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","8","NULL",0,"Transient",56.82,0,0,"Check-Out","2016-06-02"
"132","City Hotel",1,231,2017,"February",5,1,2,4,2,1,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",100.3,0,0,"Canceled","2016-06-16"
"133","City Hotel",1,111,2016,"October",42,10,1,0,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","234","NULL",0,"Transient-Party",120,0,0,"Canceled","2016-09-15"
"134","City Hotel",1,13,2015,"September",39,22,0,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",124,0,2,"Canceled","2015-09-17"
"135","City Hotel",0,1,2015,"October",42,14,0,1,1,0,0,"SC","MEX","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",114,0,1,"Check-Out","2015-10-15"
"136","City Hotel",1,150,2017,"July",27,5,0,4,1,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9","NULL",0,"Transient",143.1,0,0,"Canceled","2017-02-20"
"137","City Hotel",1,29,2016,"November",47,16,0,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","28","NULL",0,"Transient",67.5,0,1,"Canceled","2016-11-14"
"138","City Hotel",0,5,2016,"March",13,25,0,2,3,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",187,0,1,"Check-Out","2016-03-27"
"139","City Hotel",0,149,2017,"July",29,21,2,2,3,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",169.65,0,0,"Check-Out","2017-07-25"
"140","City Hotel",0,46,2016,"September",36,2,1,2,3,0,0,"BB","BGR","Online TA","TA/TO",0,0,0,"D","E",1,"No Deposit","9","NULL",0,"Transient",142.2,0,0,"Check-Out","2016-09-05"
"141","City Hotel",0,5,2016,"May",22,24,0,2,2,0,0,"BB","CHL","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","78",0,"Transient-Party",110,0,1,"Check-Out","2016-05-26"
"142","Resort Hotel",0,0,2015,"August",33,13,0,2,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"D","G",0,"No Deposit","240","NULL",0,"Transient",192,0,0,"Check-Out","2015-08-15"
"143","Resort Hotel",0,143,2015,"July",31,30,2,3,2,0,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","6","NULL",0,"Transient-Party",90.95,0,1,"Check-Out","2015-08-04"
"144","City Hotel",0,14,2015,"October",41,5,1,2,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","28","NULL",0,"Transient",75,0,0,"Check-Out","2015-10-08"
"145","Resort Hotel",0,128,2017,"May",19,13,2,5,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","175","NULL",0,"Transient",82.8,0,0,"Check-Out","2017-05-20"
"146","Resort Hotel",0,0,2015,"November",48,23,1,0,1,0,0,"HB","PRT","Corporate","Corporate",1,0,1,"A","D",1,"No Deposit","NULL","20",0,"Transient-Party",42,0,0,"Check-Out","2015-11-24"
"147","Resort Hotel",0,24,2015,"November",45,3,0,3,2,0,0,"BB","ESP","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit","334","281",0,"Transient-Party",48,0,0,"Check-Out","2015-11-06"
"148","City Hotel",0,40,2015,"November",45,4,0,2,1,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",100.8,0,3,"Check-Out","2015-11-06"
"149","Resort Hotel",0,162,2016,"March",13,24,0,3,2,0,0,"Undefined","ESP","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",84,0,0,"Check-Out","2016-03-27"
"150","City Hotel",0,52,2016,"April",16,16,2,1,2,2,0,"BB","IRL","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",177.3,0,2,"Check-Out","2016-04-19"
"151","City Hotel",0,4,2017,"January",2,10,0,2,1,0,0,"BB","ESP","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","405",0,"Transient-Party",70,0,0,"Check-Out","2017-01-12"
"152","Resort Hotel",1,289,2015,"November",47,20,1,2,2,0,0,"FB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"No Deposit","134","NULL",0,"Transient-Party",69,0,0,"Canceled","2015-11-10"
"153","Resort Hotel",0,3,2016,"February",7,13,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","250","NULL",0,"Transient",78,0,0,"Check-Out","2016-02-14"
"154","City Hotel",0,37,2016,"October",43,22,1,1,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Transient",115,0,0,"Check-Out","2016-10-24"
"155","Resort Hotel",0,152,2016,"September",40,26,3,7,2,0,0,"HB","CN","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","15","NULL",0,"Transient-Party",82,0,1,"Check-Out","2016-10-06"
"156","Resort Hotel",0,2,2017,"February",7,15,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","195",0,"Transient",35,0,0,"Check-Out","2017-02-16"
"157","Resort Hotel",0,4,2017,"March",10,6,1,0,1,0,0,"BB","PRT","Offline TA/TO","Direct",1,0,1,"A","A",0,"No Deposit","8","NULL",0,"Transient",30,0,0,"Check-Out","2017-03-07"
"158","City Hotel",0,71,2017,"April",14,3,1,5,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",126,0,1,"Check-Out","2017-04-09"
"159","Resort Hotel",0,6,2016,"February",9,24,0,1,2,0,0,"BB","FIN","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","240","NULL",0,"Transient",54,1,1,"Check-Out","2016-02-25"
"160","Resort Hotel",0,32,2015,"July",30,25,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",176,1,0,"Check-Out","2015-08-01"
"161","City Hotel",1,67,2017,"February",7,12,2,0,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","3","NULL",0,"Transient",80,0,0,"Canceled","2016-12-07"
"162","City Hotel",1,43,2016,"December",50,6,1,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","83","NULL",0,"Transient",83.2,0,0,"Canceled","2016-10-24"
"163","City Hotel",1,150,2016,"January",1,2,2,1,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","21","NULL",91,"Transient",101,0,0,"Canceled","2015-11-04"
"164","Resort Hotel",1,166,2015,"July",29,15,0,2,2,0,0,"FB","PRT","Groups","TA/TO",0,24,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",121.5,0,0,"Canceled","2015-04-28"
"165","City Hotel",0,154,2017,"July",29,17,1,3,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",107.1,0,1,"Check-Out","2017-07-21"
"166","City Hotel",1,1,2015,"August",34,18,0,1,1,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",114,0,0,"No-Show","2015-08-18"
"167","City Hotel",1,105,2016,"April",15,6,0,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","12","NULL",0,"Transient",75,0,0,"Canceled","2016-01-18"
"168","Resort Hotel",0,32,2016,"April",17,19,0,1,2,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","F",0,"No Deposit","NULL","397",0,"Transient",59,0,1,"Check-Out","2016-04-20"
"169","City Hotel",0,77,2016,"June",25,18,1,1,2,0,0,"BB","ARG","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",125.1,1,1,"Check-Out","2016-06-20"
"170","City Hotel",0,2,2017,"May",20,17,0,1,1,0,0,"BB","BEL","Offline TA/TO","TA/TO",0,0,0,"E","E",1,"No Deposit","474","NULL",0,"Transient-Party",215,0,1,"Check-Out","2017-05-18"
"171","Resort Hotel",0,1,2016,"September",38,16,0,1,1,0,0,"BB","NULL","Corporate","Corporate",0,0,1,"A","G",1,"No Deposit","NULL","94",0,"Transient",58,0,0,"Check-Out","2016-09-17"
"172","Resort Hotel",1,263,2017,"June",22,1,2,5,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","240","NULL",0,"Transient",89,0,0,"Canceled","2016-09-24"
"173","Resort Hotel",0,192,2016,"April",16,12,2,5,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",52.2,0,0,"Check-Out","2016-04-19"
"174","City Hotel",1,134,2017,"February",8,25,0,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","30","NULL",0,"Transient-Party",75,0,0,"No-Show","2017-02-25"
"175","City Hotel",0,80,2017,"May",19,11,1,3,3,0,0,"HB","ARG","Direct","Direct",0,0,0,"D","D",1,"No Deposit","NULL","NULL",0,"Transient-Party",167.7,0,1,"Check-Out","2017-05-15"
"176","City Hotel",0,26,2015,"December",50,12,2,1,2,1,0,"BB","POL","Direct","Direct",0,0,0,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",93.33,0,2,"Check-Out","2015-12-15"
"177","City Hotel",0,263,2017,"August",31,1,0,2,3,0,0,"BB","ESP","Direct","Direct",0,0,0,"A","A",3,"No Deposit","14","NULL",0,"Transient",130.63,1,0,"Check-Out","2017-08-03"
"178","City Hotel",0,35,2017,"May",18,1,1,3,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","138","NULL",0,"Transient",99,0,0,"Check-Out","2017-05-05"
"179","City Hotel",0,224,2015,"October",40,2,1,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",4,"No Deposit","3","NULL",0,"Transient-Party",60,0,0,"Check-Out","2015-10-05"
"180","City Hotel",0,156,2016,"August",33,8,1,5,2,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","27","NULL",0,"Transient",72.25,0,0,"Check-Out","2016-08-14"
"181","City Hotel",0,273,2015,"July",29,17,0,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient-Party",109,0,0,"Check-Out","2015-07-19"
"182","City Hotel",0,65,2017,"January",2,12,0,2,1,0,0,"BB","DEU","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","366",0,"Transient-Party",65,0,0,"Check-Out","2017-01-14"
"183","City Hotel",1,255,2017,"July",28,14,1,2,2,0,0,"HB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",141.3,0,0,"Canceled","2017-05-26"
"184","City Hotel",0,145,2015,"August",35,29,2,1,2,0,0,"HB","ITA","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","17","NULL",0,"Transient-Party",94.5,0,0,"Check-Out","2015-09-01"
"185","City Hotel",0,0,2015,"October",43,24,0,1,2,0,0,"BB","ESP","Direct","Direct",0,0,0,"A","B",0,"No Deposit","NULL","NULL",0,"Transient",102.5,0,0,"Check-Out","2015-10-25"
"186","Resort Hotel",0,34,2017,"August",34,24,2,5,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"F","F",0,"No Deposit","NULL","NULL",0,"Transient",256,0,3,"Check-Out","2017-08-31"
"187","City Hotel",0,140,2017,"April",17,28,2,2,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","119","NULL",0,"Transient-Party",130,0,1,"Check-Out","2017-05-02"
"188","City Hotel",1,223,2017,"February",8,23,1,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","132","NULL",165,"Transient",78,0,0,"Canceled","2016-12-27"
"189","City Hotel",1,45,2016,"April",16,10,2,4,2,0,0,"BB","CHN","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",113.62,0,0,"Canceled","2016-03-24"
"190","Resort Hotel",0,3,2017,"June",25,22,2,4,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",133,0,2,"Check-Out","2017-06-28"
"191","Resort Hotel",0,0,2016,"December",52,21,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",39,0,0,"Check-Out","2016-12-22"
"192","City Hotel",1,245,2017,"May",19,7,2,2,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",117,0,2,"Canceled","2016-09-07"
"193","City Hotel",1,92,2016,"March",13,26,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","170","NULL",0,"Transient",100,0,0,"Canceled","2016-01-19"
"194","City Hotel",0,0,2016,"December",52,21,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",98,0,2,"Check-Out","2016-12-22"
"195","Resort Hotel",0,2,2016,"April",16,14,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",3,"No Deposit","NULL","169",0,"Transient",45,1,0,"Check-Out","2016-04-15"
"196","City Hotel",1,59,2017,"April",15,10,1,3,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",126,0,0,"Canceled","2017-02-17"
"197","City Hotel",0,6,2016,"December",51,12,1,0,1,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",88,0,1,"Check-Out","2016-12-13"
"198","Resort Hotel",0,0,2016,"November",45,2,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,4,"A","C",1,"No Deposit","NULL","47",0,"Transient",27,0,0,"Check-Out","2016-11-04"
"199","City Hotel",0,104,2016,"May",23,29,2,1,2,0,0,"BB","DEU","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient-Party",125.1,0,0,"Check-Out","2016-06-01"
"200","City Hotel",1,197,2017,"May",19,9,0,3,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",125.7,0,1,"Canceled","2017-01-27"
"201","Resort Hotel",0,46,2016,"March",11,11,0,1,1,0,0,"BB","CUB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","375","NULL",0,"Transient-Party",25,0,0,"Check-Out","2016-03-12"
"202","City Hotel",0,6,2017,"July",30,25,0,4,2,0,0,"BB","CHE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",144,0,1,"Check-Out","2017-07-29"
"203","Resort Hotel",1,139,2016,"May",23,29,2,5,1,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","242","NULL",0,"Transient",105.81,0,0,"Canceled","2016-01-13"
"204","City Hotel",0,22,2016,"December",53,29,0,3,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",148,0,1,"Check-Out","2017-01-01"
"205","City Hotel",1,300,2015,"August",33,13,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Contract",62,0,0,"Canceled","2015-01-01"
"206","City Hotel",1,62,2017,"April",14,6,0,3,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",135,0,0,"Canceled","2017-02-03"
"207","City Hotel",0,11,2017,"July",28,15,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",1,"No Deposit","14","NULL",0,"Transient",106.24,0,3,"Check-Out","2017-07-16"
"208","Resort Hotel",1,78,2016,"August",32,1,1,5,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240","NULL",0,"Transient",259,0,0,"Canceled","2016-07-18"
"209","City Hotel",1,71,2016,"June",25,14,0,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","236","NULL",0,"Transient",120,0,0,"Canceled","2016-04-27"
"210","City Hotel",1,23,2016,"April",16,10,2,4,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",128,0,0,"Canceled","2016-04-05"
"211","Resort Hotel",0,0,2016,"March",14,27,2,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",74,2,1,"Check-Out","2016-03-30"
"212","Resort Hotel",1,55,2017,"February",6,7,2,5,2,0,0,"HB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",88,0,1,"Canceled","2016-12-14"
"213","Resort Hotel",1,45,2016,"March",10,1,0,5,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","250","NULL",0,"Transient",78,0,0,"Canceled","2016-02-27"
"214","Resort Hotel",0,0,2016,"February",7,12,0,2,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",58.5,0,0,"Check-Out","2016-02-14"
"215","City Hotel",0,129,2016,"March",14,29,0,5,2,0,0,"HB","GBR","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","7","NULL",0,"Transient",100.8,0,1,"Check-Out","2016-04-03"
"216","Resort Hotel",1,25,2015,"July",31,31,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",153,0,2,"Canceled","2015-07-06"
"217","Resort Hotel",0,28,2015,"December",52,26,1,1,2,1,0,"BB","PRT","Direct","Direct",0,0,0,"G","G",0,"No Deposit","NULL","NULL",0,"Transient",104,1,0,"Check-Out","2015-12-28"
"218","Resort Hotel",0,3,2016,"December",53,27,0,2,2,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","I",0,"No Deposit","250","NULL",0,"Transient",54.9,1,0,"Check-Out","2016-12-29"
"219","Resort Hotel",1,169,2015,"December",52,20,4,9,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",36.26,0,1,"Canceled","2015-10-31"
"220","City Hotel",0,76,2016,"September",40,27,0,3,1,0,0,"SC","USA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",125.1,0,1,"Check-Out","2016-09-30"
"221","City Hotel",0,63,2017,"March",12,20,1,2,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Transient",75,0,0,"Check-Out","2017-03-23"
"222","Resort Hotel",0,64,2015,"July",29,18,2,5,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",128.25,0,1,"Check-Out","2015-07-25"
"223","Resort Hotel",1,82,2016,"February",7,7,2,0,2,0,0,"Undefined","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","67","NULL",0,"Transient-Party",66,0,0,"Canceled","2016-02-03"
"224","City Hotel",1,116,2017,"August",34,21,1,3,2,0,0,"BB","CHN","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",139.5,0,1,"Canceled","2017-05-30"
"225","City Hotel",0,29,2016,"December",49,2,0,2,2,0,0,"BB","PRT","Corporate","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",85,0,0,"Check-Out","2016-12-04"
"226","Resort Hotel",0,52,2017,"April",17,29,1,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",92,1,1,"Check-Out","2017-05-01"
"227","City Hotel",0,7,2017,"March",9,2,0,2,2,0,0,"FB","PRT","Complementary","Direct",1,0,5,"G","G",1,"No Deposit","NULL","NULL",0,"Transient",0,0,3,"Check-Out","2017-03-04"
"228","City Hotel",0,3,2015,"October",43,22,0,1,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",87.78,0,0,"Check-Out","2015-10-23"
"229","City Hotel",0,63,2015,"September",36,4,0,2,1,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","21","NULL",0,"Transient-Party",80.5,0,0,"Check-Out","2015-09-06"
"230","Resort Hotel",0,0,2016,"June",26,21,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,4,"A","F",0,"No Deposit","15","NULL",0,"Transient",79,0,1,"Check-Out","2016-06-22"
"231","Resort Hotel",1,8,2017,"February",6,8,0,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","240","NULL",0,"Transient",48,0,2,"Canceled","2017-02-07"
"232","Resort Hotel",0,85,2017,"August",32,10,2,5,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","314","NULL",0,"Transient",232.6,0,0,"Check-Out","2017-08-17"
"233","Resort Hotel",0,8,2015,"September",39,25,0,2,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"E","E",1,"No Deposit","240","NULL",0,"Transient",136.5,0,1,"Check-Out","2015-09-27"
"234","Resort Hotel",0,23,2016,"July",29,15,0,2,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",160,0,1,"Check-Out","2016-07-17"
"235","Resort Hotel",0,289,2015,"November",47,20,1,2,2,0,0,"HB","GBR","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","134","NULL",0,"Transient-Party",57,0,0,"Check-Out","2015-11-23"
"236","City Hotel",1,297,2015,"August",33,10,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Contract",62,0,0,"Canceled","2015-01-01"
"237","City Hotel",0,59,2016,"January",5,28,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","87","NULL",0,"Transient-Party",80,0,0,"Check-Out","2016-01-29"
"238","City Hotel",0,35,2016,"September",37,5,1,3,3,0,0,"BB","IRN","Online TA","TA/TO",0,0,0,"A","A",2,"No Deposit","157","NULL",0,"Transient",127.44,0,1,"Check-Out","2016-09-09"
"239","Resort Hotel",1,52,2016,"April",16,11,1,0,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",90,0,1,"Canceled","2016-03-15"
"240","City Hotel",0,0,2016,"May",23,30,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,5,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-05-31"
"241","Resort Hotel",0,2,2016,"July",28,9,0,1,2,0,0,"BB","POL","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",211,1,1,"Check-Out","2016-07-10"
"242","City Hotel",0,1,2015,"September",39,20,2,1,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","89","NULL",0,"Transient",91.2,0,0,"Check-Out","2015-09-23"
"243","City Hotel",1,285,2017,"June",25,20,0,4,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",110,0,1,"Canceled","2016-12-05"
"244","City Hotel",0,69,2017,"May",19,8,1,2,2,0,0,"HB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","28","NULL",0,"Transient",121.1,0,0,"Check-Out","2017-05-11"
"245","Resort Hotel",0,1,2016,"May",21,17,0,2,2,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit","NULL","331",0,"Transient-Party",63,0,0,"Check-Out","2016-05-19"
"246","City Hotel",0,3,2016,"August",35,22,1,1,2,0,0,"BB","CHN","Corporate","Corporate",0,0,0,"A","A",2,"No Deposit","NULL","NULL",0,"Transient-Party",100,0,0,"Check-Out","2016-08-24"
"247","City Hotel",1,98,2016,"May",20,8,2,3,2,0,0,"SC","SWE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",109.65,0,1,"Canceled","2016-02-01"
"248","City Hotel",1,279,2016,"October",42,12,0,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","98","NULL",0,"Transient",110,0,0,"Canceled","2016-05-05"
"249","City Hotel",1,33,2015,"October",43,21,0,4,1,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient",79.11,0,0,"No-Show","2015-10-21"
"250","City Hotel",1,9,2017,"March",9,4,0,1,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",108,0,0,"Canceled","2017-03-01"
"251","City Hotel",0,16,2017,"February",6,5,2,3,1,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","7","NULL",0,"Transient",70.69,0,1,"Check-Out","2017-02-10"
"252","City Hotel",1,17,2016,"May",20,13,0,2,1,2,0,"BB","CHN","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",198.9,0,1,"No-Show","2016-05-13"
