"artist_name","track_name","album_name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"Ludwig van Beethoven","Piano Sonata No.7 in D, Op.10 No.3: 1. Presto","Brendel plays Beethoven",0.336,0.14,2,-24.905,1,0.0371,0.992,0.887,0.118,0.22,142.721,422000
"Sergei Rachmaninoff","Prélude In B Flat, Op.23, No.2: Maestoso","Infinite Rachmaninoff",0.23,0.312,10,-17.114,1,0.0314,0.975,0.901,0.187,0.202,64.209,214000
"Hans Zimmer","Finally","The Journey: Champions (Original Soundtrack)",0.186,0.294,7,-15.847,1,0.0368,0.708,0.951,0.101,0.0388,80.746,109602
"American Authors","Think About It","Oh, What A Life",0.572,0.863,6,-4.456,1,0.034,0.00144,7.23e-05,0.327,0.759,100.009,184146
"Wolfgang Amadeus Mozart","Violin Concerto No. 4 in D Major, K. 218: III. Rondeau, Andante grazioso","Violin Concertos Mozart",0.333,0.0344,2,-25.8,1,0.0446,0.969,0.237,0.0971,0.275,126.982,421306
"Frédéric Chopin","Galop Marquis","Magnificent Chopin",0.415,0.232,8,-23.017,1,0.055,0.995,0.955,0.116,0.927,106.38,42666
"Frédéric Chopin","Berceuse in D-Flat Major, Op. 57","Chopin: Piano Works",0.25,0.0211,1,-35.297,1,0.0408,0.982,0.939,0.153,0.182,64.76,250106
"Wolfgang Amadeus Mozart","Le nozze di Figaro, K.492 / Act 1: Recitativo: “Cos’è questa commedia?”","Mozart: Le nozze di Figaro, K.492",0.601,0.154,8,-22.861,1,0.293,0.948,0,0.339,0.522,59.578,86080
"Johann Sebastian Bach","Fantasia & Fugue In A Minor, BWV 944: Fantasia","Bach: A Musical Genius",0.287,0.385,9,-19.129,1,0.0455,0.961,0.904,0.116,0.0388,125.582,43800
"The Verve","Noise Epic","Forth",0.273,0.889,11,-5.078,0,0.0753,9.15e-05,0.0212,0.213,0.246,147.939,491891
"Camille Saint-Saëns","Le Carnaval Des Animaux","Saint-Saëns: Le Carnaval Des Animaux, Septuor, Allegro Appasionato & 6 Bagatelles",0.587,0.216,0,-16.855,1,0.0857,0.965,0.929,0.0725,0.67,90.909,132240
"Wolfgang Amadeus Mozart","Serenade in B-Flat Major, K. 361 ""Gran Partita"": Var. IV","Great Composers: Mozart",0.395,0.00545,10,-27.146,0,0.0418,0.995,0.938,0.0939,0.179,113.822,94333
"Bersuit Vergarabat","Ahí Va Chavela","El Baile Interior",0.277,0.793,7,-4.627,1,0.0545,0.405,0,0.178,0.588,196.12,247946
"Joe Vasconcellos","Lo Decidí","Esto Es Sólo una Canción",0.305,0.612,0,-6.327,0,0.0361,0.0837,0,0.119,0.133,134.738,291147
"U2","In A Little While - Nightmares On Wax Remix","All That You Can’t Leave Behind (20th Anniversary Edition / Super Deluxe / Remastered 2020)",0.74,0.498,11,-11.118,0,0.0713,0.0684,0.0594,0.0479,0.789,92.468,315266
"Johann Sebastian Bach","Vom Himmel hoch da komm ich her, BWV 769: Variatio 1: Nel canone all'ottava","The Art of Helmut Walcha",0.275,0.159,0,-18.589,1,0.0349,0.907,0.849,0.323,0.524,77.341,89506
"Hans Zimmer","Ambrose","Mission: Impossible 2 (Music from the Original Motion Picture Score)",0.319,0.279,7,-15.884,0,0.0323,0.305,0.666,0.142,0.0638,120.337,156760
"Wolfgang Amadeus Mozart","Serenade in G, K.525 ""Eine kleine Nachtmusik"": 1. Allegro - Excerpt","Springtime Mozart",0.465,0.1,7,-21.083,1,0.0485,0.945,0.866,0.094,0.24,139.309,117080
"Mother Nature Sound FX","Music for Meditation and Relaxation","100 Zen Collection Sounds - Soothing Sounds of Nature",0.225,0.0876,9,-26.412,1,0.0453,0.975,0.913,0.102,0.0369,69.193,103219
"Frédéric Chopin","Concerto pour piano n 2 en fa mineur op 21: 2. Larghetto","Beautiful Chopin",0.135,0.0151,8,-32.306,1,0.0386,0.979,0.845,0.0718,0.0458,77.382,605226
"Mother Nature Sound FX","Deep in the Woods","! / / birdhouse \ \ !",0.264,0.981,8,-17.924,1,0.422,0.108,0.897,0.635,0.0278,94.341,245000
"Elton John","Trying To Hold On To A Love That's Dying - Piano Demo","Jewel Box",0.55,0.471,7,-12.846,1,0.0294,0.89,0.00328,0.0876,0.794,89.793,151146
"Mother Nature Sound FX","Uplifted By Nature","29 Natural Nurture",0.504,0.953,4,-19.231,0,0.0859,0.842,0.302,0.427,0.065,119.937,144000
"Antonín Dvorák","Serenade for Strings in E Major, Op. 22, B. 52: V. Finale (Allegro vivace)","Dvorak: Serenades opp. 22&44",0.309,0.0989,4,-20.731,1,0.0526,0.787,0.758,0.092,0.0646,82.075,343506
"Mother Nature Sound FX","Divine Harmony","20 Naturally Calm Meditation",0.609,0.221,7,-24.627,1,0.058,0.992,0.937,0.117,0.464,119.983,116000
"Ludwig van Beethoven","Diabelli Variations, Op. 120: Var. 22, Allegro molto","Sviatoslav Richter Plays Beethoven",0.644,0.0173,0,-24.127,1,0.0465,0.996,0.953,0.106,0.679,109.033,41093
"Ludwig van Beethoven","15 Piano Variations and Fugue in E flat, Op.35 -""Eroica Variations"": Variation 5","Still At Home With Beethoven",0.315,0.0168,3,-34.564,1,0.0544,0.996,0.921,0.0908,0.371,81.502,54938
"Bob Dylan","Hard Times In New York Town - Demo - 1961","The Bootleg Series Volumes 1-3 (Rare And Unreleased) 1961-1991",0.566,0.388,6,-13.863,1,0.0547,0.816,4.64e-06,0.46,0.709,96.255,137266
"Sergei Rachmaninoff","Rhapsody on a Theme of Paganini, Op. 43: Variation 14: L'istesso tempo","Rachmaninov: Symphony No. 3",0.37,0.206,7,-19.776,0,0.0381,0.963,0.851,0.171,0.49,78.476,43106
"Johann Sebastian Bach","English Suite No.2 In A Minor, BWV 807: 2. Allemande","Bach Winter Nights",0.36,0.145,9,-26.823,0,0.0467,0.994,0.831,0.0946,0.64,135.475,176400
"Frédéric Chopin","12 Etudes, Op.10: No.7 In C","Chopin: A Musical Genius",0.332,0.15,0,-25.764,1,0.0364,0.991,0.934,0.0953,0.36,121.191,97986
"Pyotr Ilyich Tchaikovsky","The Nutcracker, Op.71, TH.14 / Act 2: No. 12d Trépak (Russian Dance)","A Night With Tchaikovsky",0.489,0.606,7,-12.734,1,0.0518,0.424,0.0566,0.421,0.971,86.847,60600
"Wolfgang Amadeus Mozart","Minuet in A Flat Major, K.15ff","The Mozart Album",0.423,0.306,7,-19.198,1,0.0483,0.763,0.971,0.094,0.624,65.593,54040
"Manuel García","La Tinta de Tus Lagrimas (En Vivo)","En Vivo Teatro Caupolicán 2011 (En Vivo)",0.447,0.351,6,-14.827,1,0.0313,0.705,0.00161,0.717,0.289,94.224,189839
"Sergei Rachmaninoff","Rhapsody on a Theme of Paganini, Op. 43: Variation 19","Rachmaninov: Piano Concertos Nos. 1 and 4 / Rhapsody On A Theme of Paganini",0.409,0.0573,4,-31.303,0,0.04,0.957,0.988,0.55,0.848,79.225,31493
"Armin van Buuren","Strong Ones","Embrace",0.576,0.848,11,-5.347,1,0.0603,0.0118,0,0.246,0.704,127.94,188653
"Wolfgang Amadeus Mozart","String Quartet No.1 In G, K.80: 2. Allegro","Mindful Mozart",0.368,0.188,7,-15.805,1,0.0364,0.947,0.698,0.167,0.538,151.128,198373
"Pyotr Ilyich Tchaikovsky","The Sleeping Beauty, Op.66, TH.13 / Prologue: 3f. Pas de six: Variation IV (Song-bird Fairy)","Tschaikowsky, Dornröschen",0.55,0.117,2,-29.594,1,0.0361,0.959,0.000566,0.123,0.967,108.55,28333
"Lynyrd Skynyrd","G.W.T.G.G.","Edge of Forever",0.561,0.955,2,-5.558,1,0.0621,0.00359,0.000102,0.131,0.717,145.919,244693
"Ludwig van Beethoven","Piano Sonata No.21 In C, Op.53 -""Waldstein"": 2. Introduzione (Adagio molto)","Beethoven Study Music",0.396,0.00234,0,-33.621,1,0.0566,0.993,0.893,0.0917,0.0545,134.827,208613
"Christophe Beck","Beekeeper","Bruja Escarlata y Visión: Episodio 2 (Banda Sonora Original)",0.289,0.281,0,-19.948,0,0.055,0.558,0.943,0.0593,0.0293,66.945,65773
"Wolfgang Amadeus Mozart","Sonata For Piano And Violin In G, K.301: 2. Allegro","Perlman plays Mozart",0.412,0.104,7,-20.829,1,0.0422,0.985,0.0158,0.0621,0.642,108.793,304186
"Max Richter","Cathodes","24 Postcards In Full Colour",0.188,0.249,5,-12.461,1,0.0424,0.985,0.929,0.0785,0.0632,83.559,62000
"Mother Nature Sound FX","Life at the Stream",""" "" * wood * "" """,0.277,0.955,10,-18.627,0,0.153,0.85,0.593,0.345,0.04,94.422,227797
"Wolfgang Amadeus Mozart","12 German Dances, K. 586: No. 12 in C Major","Morning Motivation with Mozart",0.532,0.29,0,-16.024,1,0.043,0.796,0.683,0.241,0.579,101.79,111666
"Johann Sebastian Bach","Goldberg Variations, BWV 988: Var. 11","Bach: Goldberg Variations, BWV 988",0.387,0.21,7,-24.892,1,0.0445,0.994,0.926,0.0963,0.862,102.812,118980
"Weezer","Smile","Weezer (Green Album)",0.38,0.835,1,-4.715,0,0.0404,0.00339,9.41e-06,0.0944,0.486,78.379,158666
"Frédéric Chopin","Impromptu No. 2 in F-Sharp Major, Op. 36","Hommage à Chopin",0.3,0.0316,6,-25.313,1,0.0432,0.991,0.907,0.103,0.0563,76.312,352333
"Wolfgang Amadeus Mozart","Violin Sonata No. 17 in C Major, K. 296: I. Allegro vivace","Mozart: Violin Sonatas Nos. 17, 19, 27 and 32",0.407,0.179,0,-18.828,1,0.0326,0.992,0.849,0.101,0.721,144.309,376560
"Paul McCartney","Calico Skies - Live At Citi Field, NYC, 2009","Good Evening New York City",0.503,0.409,2,-12.572,1,0.0279,0.287,0,0.964,0.49,94.772,159157
"Backstreet Boys","Chances","DNA",0.552,0.755,11,-6.255,1,0.0679,0.0178,0,0.466,0.296,109.806,172626
"Frédéric Chopin","Andante Spianato","Chopin Piano",0.286,0.06,7,-25.587,1,0.0402,0.981,0.938,0.0859,0.044,65.169,256106
"Ludwig van Beethoven","Symphony No. 6 in F Major, Op. 68: V. Allegretto","Beethoven 250 Symphonies 5 and 6",0.181,0.122,5,-18.713,1,0.0377,0.934,0.469,0.0998,0.17,85.761,568960
"Caetano Veloso","Este Amor - 1989","Estrangeiro",0.742,0.279,4,-18.225,1,0.0307,0.396,0.00179,0.18,0.734,93.04,208160
"Wolfgang Amadeus Mozart","Andante And Five Variations For Piano Duet In G, K.501: Variation 3","Mozart The Artist",0.382,0.0632,2,-31.043,1,0.0478,0.995,0.906,0.106,0.965,164.797,54733
"Ludwig van Beethoven","Symphony No. 9 in D Minor, Op. 125: IV. Presto. Allegro assai","Beethoven Legendary Recordings",0.331,0.379,2,-13.366,1,0.0665,0.961,0.033,0.135,0.0645,136.213,1020426
"Relaxmycat","Calmness and Serenity","50 Sleep Music Therapy Music Collection for Cats",0.213,0.132,9,-22.34,0,0.0344,0.99,0.935,0.139,0.0397,93.907,134545
"Mother Nature Sound FX","Metal Shed Rain","! +""( landmark )""+ !",0.252,0.816,10,-19.086,0,0.184,0.35,0.00357,0.397,0.0325,62.153,130716
"Mother Nature Sound FX","Birds Over Distant Storm","! ! ! (Leafy) ! ! !",0.3,0.879,1,-22.914,1,0.619,0.472,0.792,0.286,0.0388,113.999,217205
"Mother Nature Sound FX","Raindrops","!! // violet // !!",0.315,0.956,2,-31.086,1,0.0368,0.825,0.884,0.426,0.0105,75.333,113240
"Johann Sebastian Bach","St Matthew Passion, BWV 244, Pt. 2: No. 56, Ja! freilich will in uns das Fleisch (Bass)","Matthäus-Passion",0.202,0.0686,1,-25.125,0,0.0465,0.779,8.49e-05,0.098,0.207,79.082,39466
"Ludwig van Beethoven","24 Variations on ""Venni Amore"" in D Major, WoO 65: Variation XVIII","Beethoven for the day",0.545,0.0121,2,-25.642,1,0.0737,0.994,0.903,0.108,0.9,137.922,48840
"Johann Sebastian Bach","Organ Concerto in A Minor, BWV 593 (From ""L'Estro Armonico"" by A. Vivaldi): I. Allegro (Arr. By Enrique Crespo)","Bach Heralds",0.637,0.202,9,-19.562,0,0.0546,0.99,0.909,0.0347,0.598,103.241,224426
"Keane","Try Again - Live At Largo, Los Angeles, CA / 2008","Live At Largo",0.357,0.349,8,-7.47,0,0.0295,0.889,2.79e-05,0.674,0.18,142.025,244360
"Johann Sebastian Bach","Das Orgelbüchlein: Christ ist erstanden, BWV 627","J.S. Bach: The Orgelbüchlein",0.201,0.256,2,-14.728,0,0.0331,0.223,0.857,0.299,0.258,71.485,219626
"Frédéric Chopin","12 Etudes, Op.10: No. 10. In A Flat","Chopin: Piano Solo",0.201,0.13,8,-24.58,1,0.0387,0.987,0.901,0.111,0.449,145.581,116400
"Pyotr Ilyich Tchaikovsky","Swan Lake, Op.20, TH.12 / Act 2: No.13e Danse des cygnes: Pas d'action: Odette et le prince/Deuxième danse de la reine des cygnes (Andante)","Decca Masterpieces: Tchaikovsky - The Ballets",0.351,0.0579,3,-25.173,0,0.0463,0.839,0.259,0.0602,0.0731,113.295,390800
"Ariana Grande","My Everything","My Everything",0.468,0.265,11,-5.307,1,0.0301,0.88,0,0.131,0.421,109.752,168546
"Johann Sebastian Bach","Cello Suite No. 2 in D Minor, BWV1008: II. Allemande (Transcribed by Rachel Podger, A Minor)","J.S. Bach Cello Suites",0.297,0.033,8,-21.859,0,0.0574,0.986,0.226,0.408,0.582,169.209,183400
"Johann Sebastian Bach","English Suite No. 3 in G Minor, BWV 808: IX. Gigue","Bach - Winter Is Coming",0.217,0.226,7,-21.113,0,0.0435,0.994,0.869,0.122,0.68,70.053,163173
"Wolfgang Amadeus Mozart","Minuet in F Major, K.15m","Classical Legends: Mozart",0.285,0.378,4,-18.567,1,0.0439,0.597,2.01e-06,0.17,0.532,100.201,73973
"Mother Nature Sound FX","Balcony Rain","! ! ! tranquility ! ! !",0.455,0.936,1,-28.422,1,0.0964,0.573,0.915,0.755,0.0203,86.895,74344
"Ludwig van Beethoven","6 Bagatelles, Op. 126: No. 2 Allegro","Beethoven für Dummies",0.377,0.102,10,-22.301,1,0.0404,0.994,0.913,0.128,0.332,124.331,113826
"Mother Nature Sound FX","Stress Relief","Music for Sleep",0.228,0.000763,0,-42.985,0,0.0381,0.98,0.875,0.092,0.0701,34.002,90019
"Wolfgang Amadeus Mozart","Divertimento In D Major, K. 136: 1. Allegro","Mozart Motivation",0.425,0.25,2,-15.58,1,0.0509,0.949,0.305,0.136,0.618,142.533,237000
"Johann Sebastian Bach","Suite In E Minor, BWV 996 - Transp. In G Minor: 5. Bourrée","In the Key of Bach",0.572,0.303,7,-18.894,0,0.0547,0.964,0.925,0.143,0.684,79.275,75826
"Johann Sebastian Bach","French Suite No. 2 in C Minor, BWV 813: V. Menuet","J.S. Bach: French Suites BWV812-817",0.483,0.332,11,-17.621,0,0.0529,0.799,0.596,0.104,0.794,124.216,113186
"Antonín Dvorák","Czech Suite, Op. 39, B. 93: V. Finale: Presto","Dvorak, A.: Symphony No. 9 / Czech Suite",0.443,0.146,2,-21.656,0,0.0441,0.933,0.838,0.0789,0.198,115.637,328133
"Johann Sebastian Bach","Heut ist, o Mensch, ein grosser Trauertag, BWV 341","Reading with Bach",0.177,0.086,6,-22.648,0,0.0432,0.947,0.642,0.111,0.271,68.997,40266
"Wolfgang Amadeus Mozart","Six German Dances, K.567: No.6 in C","Mozart - Time",0.582,0.182,0,-16.562,1,0.0986,0.951,0.895,0.0897,0.577,157.087,147840
"Johann Sebastian Bach","Violin Partita No. 3 in E Major, BWV 1006: Violin Partita No. 3 in E Major, BWV 1006: VI. Gigue - Arr. for Cello","J.S. Bach: Sonatas and Partitas, BWV 1001–1006",0.397,0.214,5,-22.615,0,0.0456,0.95,0.866,0.105,0.797,108.688,129923
"Johann Sebastian Bach","Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"" - Arranged for String Trio by Dmitry Sitkovetsky: Var. 24 Canone all'Ottava a 1 Clav.","The Bach Album",0.303,0.0234,7,-26.554,1,0.0471,0.983,0.663,0.0963,0.412,92.68,198653
"Portugal. The Man","Smile","Evil Friends",0.316,0.652,7,-7.001,1,0.049,0.27,0.00629,0.0589,0.3,116.703,291680
"Ludwig van Beethoven","Piano Sonata No.30 In E, Op.109: 3. Gesangvoll, mit innigster Empfindung (Andante molto cantabile ed espressivo)","Revolutionary Beethoven",0.467,0.00221,4,-34.19,1,0.0863,0.996,0.955,0.0824,0.21,77.346,151760
"Mother Nature Sound FX","Deep Asleep, Totally Relaxed","Serene Serenity Music",0.167,0.0382,0,-30.673,1,0.04,0.952,0.902,0.0932,0.0553,71.251,192000
"Ludwig van Beethoven","Piano Sonata No. 9 in E Major, Op. 14-1: <U+30D4><U+30A2><U+30CE>·<U+30BD><U+30CA><U+30BF> <U+7B2C>9<U+756A> <U+30DB><U+9577><U+8ABF> <U+4F5C><U+54C1>14<U+306E>1 I. Allegro","<U+4EF2><U+9053><U+90C1><U+4EE3><U+30D9><U+30FC><U+30C8><U+30FC><U+30F4><U+30A7><U+30F3><U+96C6><U+6210><U+301C><U+30D4><U+30A2><U+30CE>·<U+30BD><U+30CA><U+30BF>&<U+5354><U+594F><U+66F2><U+5168><U+96C6>",0.388,0.0358,11,-25.86,1,0.037,0.994,0.911,0.0827,0.162,133.65,430360
"John Coltrane","Paul's Pal","Side Steps (eBooklet)",0.49,0.39,2,-10.346,0,0.0328,0.726,1.94e-05,0.113,0.577,82.621,434320
"Tracy Chapman","Hard Wired","Let It Rain",0.514,0.0777,9,-12.425,0,0.0486,0.901,0,0.0935,0.215,74.422,215066
"Mother Nature Sound FX","Ocean's Revival","Spring Powerful Tracks for Deep Sleep",0.152,0.00223,1,-42.558,1,0.0389,0.966,0.868,0.0807,0.0353,77.696,135555
"Johann Sebastian Bach","Cello Suite No. 2 in D Minor, BWV 1008: II. Allemande","Bach: Cello Suites Nos. 1 & 2",0.235,0.0997,2,-20.365,0,0.0475,0.958,0.874,0.111,0.198,116.572,279213
"Ludwig van Beethoven","Piano Sonata No. 3 in C Major, Op. 2 No. 3: III. Scherzo. Allegro","Llyr Williams: Beethoven Unbound",0.469,0.139,0,-21.452,1,0.0402,0.994,0.926,0.094,0.477,127.859,190000
"America","Letter","Hideaway",0.489,0.441,2,-12.799,1,0.0314,0.0457,0.000597,0.0904,0.871,129.535,187733
"Johann Sebastian Bach","Suite in E for Lute, BWV 1006a/1000 - Arr. for Guitar: 6. Gigue","Great Composers: Bach",0.393,0.437,4,-16.83,1,0.0445,0.941,0.864,0.146,0.913,103.301,126866
"Sergei Rachmaninoff","<U+30D4><U+30A2><U+30CE>·<U+30BD><U+30CA><U+30BF><U+7B2C>2<U+756A> <U+5909><U+30ED><U+77ED><U+8ABF> <U+4F5C><U+54C1>36 (1931<U+5E74><U+6539><U+8A02><U+7248>) <U+7B2C>1<U+697D><U+7AE0> Allegro agitato","<U+30E9><U+30D5><U+30DE><U+30CB><U+30CE><U+30D5>: <U+30D4><U+30A2><U+30CE><U+5354><U+594F><U+66F2><U+7B2C>3<U+756A> / <U+30D4><U+30A2><U+30CE>·<U+30BD><U+30CA><U+30BF><U+7B2C>2<U+756A>",0.228,0.073,1,-20.852,1,0.0417,0.991,0.904,0.13,0.0384,68.201,529466
"Wolfgang Amadeus Mozart","Die Zauberflöte, K.620 / Zweiter Aufzug: ""Alles fühlt der Liebe Freuden""","Mozart for reading",0.609,0.248,7,-20.503,1,0.0419,0.946,0.0202,0.112,0.722,140.206,78333
"Mother Nature Sound FX","Low Frequency Waves","Pure Songs | Mindfulness & Meditation",0.171,0.0665,0,-23.539,1,0.0414,0.982,0.881,0.108,0.0371,88.201,119677
"Frédéric Chopin","Nocturne No.2 In E Flat, Op.9 No.2","Chopin Urban Autumn",0.337,0.0159,3,-30.906,1,0.0502,0.992,0.95,0.0887,0.075,130.841,246587
"Ludwig van Beethoven","Beethoven: Polyphonic Italian Songs, WoO 99: No. 13c, Quella cetra ah pur tu sei (Third Version)","Beethoven: Polyphonic Italian Songs, WoO 99",0.199,0.103,7,-20.675,1,0.0495,0.99,0,0.164,0.222,171.686,75346
"Soft Jazz Relaxation","Memories - Wonderful Taking It Easy","Company",0.671,0.138,10,-13.066,1,0.0384,0.993,0.897,0.102,0.257,82.027,199041
"Ludwig van Beethoven","Piano Sonata No.7 In D, Op.10 No.3: 3. Menuetto (Allegro)","Fun with Beethoven",0.374,0.139,2,-23.355,1,0.0367,0.992,0.89,0.0931,0.325,112.457,169000
"Johann Sebastian Bach","St. Mark Passion, BWV 247 (Reconstr. K. Böhmer, A. Glöckner & D. Hellmann): No. 20, Und ging ein wenig fürbass","Bach: St. Mark Passion, BWV 247",0.574,0.0696,8,-32.273,1,0.483,0.814,0,0.541,0.357,173.499,32159
"Johann Sebastian Bach","Prelude & Fugue in C-Sharp Minor (Well-Tempered Clavier, Book I, No. 4), BWV 849: Prelude","Bach for the day",0.289,0.0638,1,-29.38,0,0.0506,0.995,0.924,0.109,0.489,179.531,165160
"Ludwig van Beethoven","Grosse Fuge In B Flat, Op.133: 3. Allegro molto e con brio (I)","Play on: Beethoven for sleep",0.442,0.11,10,-17.87,1,0.0513,0.977,0.000683,0.137,0.396,150.74,209800
"Best Coast","How They Want Me To Be","The Only Place",0.524,0.531,11,-8.374,1,0.0244,0.549,0.00143,0.138,0.311,106.241,231466
"Frédéric Chopin","Waltzes, Op. 70: No. 1, Molto vivace in G-Flat Major","Chopin Valses",0.391,0.03,6,-27.822,1,0.0446,0.988,0.931,0.125,0.209,127.893,143800
"Hans Zimmer","Night Crawlers","Planet Earth II (Original Television Soundtrack)",0.245,0.331,9,-17.87,1,0.0397,0.95,0.934,0.134,0.0391,165.874,119600
"Johann Sebastian Bach","Prelude And Fugue In D Sharp Minor (Well-Tempered Clavier, Book II, No.8), BWV 877","Classical Spring: Bach",0.446,0.0971,3,-26.131,0,0.0432,0.995,0.923,0.111,0.404,123.14,320760
"Patrick Doyle","Macdougall's Jig","Whisky Galore! (Original Motion Picture Soundtrack)",0.157,0.263,3,-9.766,1,0.0365,0.477,0.762,0.106,0.0392,106.75,66000
"Johann Sebastian Bach","Sonata in F for Violin (Flute) & Keyboard, BWV 1022: 1. -","Bach: A Musical Genius",0.279,0.169,5,-19.402,1,0.04,0.91,0.0332,0.0951,0.419,94.398,177000
"Mother Nature Sound FX","Soft Sounds of Nature","!!! breezes !!!",0.0944,0.327,1,-24.756,1,0.0939,2e-05,0.948,0.144,0.119,84.029,59219
"Wolfgang Amadeus Mozart","Wolfgang Amadeus Mozart: Piano Sonata No. 6 in D Major, K. 284: III. Thema. Andante - Variationen 1 – 12","Big Mozart Piano Sonatas Box",0.495,0.103,2,-20.203,1,0.0547,0.991,0.919,0.0703,0.347,124.864,977226
"Björk","Paradisia","Utopia",0.268,0.198,9,-13.881,1,0.0354,0.915,0.845,0.484,0.248,88.835,104952
"Frédéric Chopin","Waltz in E Minor, KK IVa No. 15","Chopin: Complete Waltzes",0.319,0.0316,8,-27.143,1,0.0416,0.994,0.894,0.0776,0.0877,69.489,134253
"Mother Nature Sound FX","Touch of Calm","Calm Music for Sleep - Sounds of Nature, Relaxation Wellness, Inner Harmony, Peaceful Mind, Calm Down",0.0756,0.00153,0,-40.993,1,0.0518,0.968,0.876,0.112,0.0369,82.114,173731
"Clean Bandit","Come Over (feat. Stylo G)","New Eyes",0.809,0.782,5,-5.625,0,0.0564,0.154,5.64e-06,0.0642,0.669,99.969,223063
"Johann Sebastian Bach","English Suite No.1 in A major BWV 806: 3. Courante I","The Bach Album",0.431,0.273,9,-21.527,1,0.047,0.992,0.876,0.115,0.866,83.686,90506
"Relaxmycat","Ambient Music for Stress Relief","100 Essential Recordings for Cats",0.18,0.00856,10,-29.384,1,0.0379,0.989,0.91,0.105,0.0598,138.777,103846
"Frédéric Chopin","Concerto for Piano & Orchestra No. 2 in F Minor, Op. 21: II. Larghetto","Chopin: Piano Concertos",0.245,0.0238,8,-29.244,1,0.0408,0.984,0.84,0.0871,0.038,91.701,557333
"Johann Sebastian Bach","Sonata for Violin and Harpsichord No.3 in E, BWV 1016: 2. Allegro","<U+96C6><U+4E2D><U+3067><U+304D><U+308B><U+30D0><U+30C3><U+30CF>",0.565,0.252,4,-19.99,1,0.0443,0.888,0.151,0.194,0.725,109.532,165586
"Mother Nature Sound FX","Drops of Heaven","Soothing Melodies for Lasting Peace & Tranquility",0.215,0.141,5,-26.952,1,0.0464,0.529,0.00293,0.0949,0.0384,93.915,150990
"Julieta Venegas","No Seré","Limon Y Sal",0.648,0.71,9,-5.102,1,0.0369,0.106,2.39e-05,0.101,0.699,110.128,177640
"Neal Acree","Skarsyre","Rend (Original Game Soundtrack)",0.245,0.0921,7,-29.345,1,0.0529,0.888,0.897,0.0856,0.0244,88.6,127880
"Ludwig van Beethoven","Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": I. Grave - Allegro di molto e con brio","Beethoven 250",0.389,0.118,0,-20.652,0,0.0678,0.99,0.892,0.0677,0.107,77.396,485411
"Ludwig van Beethoven","12 Variations on ""See The Conquering Hero Comes"" for Cello and Piano, WoO 45: Variation II","Springtime Beethoven",0.339,0.0448,2,-28.581,1,0.0512,0.987,0.986,0.111,0.761,54.59,35666
"Johann Sebastian Bach","Violin Partita No. 2 in D Minor, BWV 1004: V. Ciaccona - Arr. for Piano Solo by Federico Busoni","Bach, Busoni: Choral Ouvertures, Ciaccona (Arr. for Piano)",0.315,0.0661,2,-24.094,0,0.0412,0.992,0.912,0.102,0.0771,95.778,842313
"David Arkenstone","Patapan","Celtic Christmas",0.719,0.408,4,-9.292,0,0.0356,0.291,0.307,0.113,0.64,90.022,210706
